publisher,metric,count
The Advanced Portfolio,FsF-I3-01M,20
The Advanced Portfolio,FsF-R1.1-01M,32
The Advanced Portfolio,FsF-R1.3-02D,32
The Advanced Portfolio,FsF-I1-01M,1
The Advanced Portfolio,FsF-I2-01M,1
"Mary Ann Liebert, Inc.",FsF-F3-01M,4
"Mary Ann Liebert, Inc.",FsF-A1-01M,4
"Mary Ann Liebert, Inc.",FsF-A1-03D,4
"Mary Ann Liebert, Inc.",FsF-R1.1-01M,4
"Mary Ann Liebert, Inc.",FsF-R1.3-02D,4
The Journal of Alternative and Complementary Medicine,FsF-F3-01M,1
The Journal of Alternative and Complementary Medicine,FsF-A1-01M,1
The Journal of Alternative and Complementary Medicine,FsF-A1-03D,1
The Journal of Alternative and Complementary Medicine,FsF-R1.1-01M,1
The Journal of Alternative and Complementary Medicine,FsF-R1.3-02D,1
Mary Ann Liebert Inc,FsF-F3-01M,17
Mary Ann Liebert Inc,FsF-A1-01M,15
Mary Ann Liebert Inc,FsF-A1-03D,17
Mary Ann Liebert Inc,FsF-R1.1-01M,17
Mary Ann Liebert Inc,FsF-R1.3-02D,17
Mary Ann Liebert Inc,FsF-F4-01M,3
Mary Ann Liebert Inc,FsF-R1-01MD,3
International Press of Boston,FsF-F3-01M,5
International Press of Boston,FsF-F4-01M,2
International Press of Boston,FsF-A1-01M,5
International Press of Boston,FsF-A1-03D,5
International Press of Boston,FsF-R1-01MD,2
International Press of Boston,FsF-R1.1-01M,5
International Press of Boston,FsF-R1.3-02D,5
"Sage PublicationsSage CA: Thousand Oaks, CA",FsF-F3-01M,3
"Sage PublicationsSage CA: Thousand Oaks, CA",FsF-A1-01M,3
"Sage PublicationsSage CA: Thousand Oaks, CA",FsF-A1-03D,3
"Sage PublicationsSage CA: Thousand Oaks, CA",FsF-R1.1-01M,3
"Sage PublicationsSage CA: Thousand Oaks, CA",FsF-R1.3-02D,3
American Association of Immunologists,FsF-F3-01M,85
American Association of Immunologists,FsF-A1-01M,85
American Association of Immunologists,FsF-A1-03D,85
American Association of Immunologists,FsF-R1.1-01M,85
American Association of Immunologists,FsF-R1.3-02D,85
Springer Singapore,FsF-F3-01M,2
Springer Singapore,FsF-A1-03D,2
Springer Singapore,FsF-R1.3-02D,2
SpringerOpen,FsF-F3-01M,24
SpringerOpen,FsF-A1-03D,24
SpringerOpen,FsF-R1.3-02D,24
Cambridge University Press,FsF-F3-01M,102
Cambridge University Press,FsF-A1-01M,102
Cambridge University Press,FsF-A1-03D,102
Cambridge University Press,FsF-R1.1-01M,102
Cambridge University Press,FsF-R1.3-02D,102
Cambridge University Press,FsF-I3-01M,8
Cambridge Core,FsF-F3-01M,60
Cambridge Core,FsF-A1-01M,60
Cambridge Core,FsF-A1-03D,60
Cambridge Core,FsF-R1.1-01M,60
Cambridge Core,FsF-R1.3-02D,60
Cambridge Core,FsF-I3-01M,4
Journal of Medical Genetics,FsF-F3-01M,7
Journal of Medical Genetics,FsF-A1-03D,7
Journal of Medical Genetics,FsF-R1.1-01M,7
Journal of Medical Genetics,FsF-R1.3-02D,7
Frontiers Media SA,FsF-F3-01M,65
Frontiers Media SA,FsF-A1-01M,65
Frontiers Media SA,FsF-A1-03D,65
Frontiers Media SA,FsF-R1.1-01M,65
Frontiers Media SA,FsF-R1.3-02D,65
Frontiers Media SA,FsF-F4-01M,3
Frontiers Media SA,FsF-R1-01MD,3
International Union of Crystallography,FsF-F3-01M,8
International Union of Crystallography,FsF-A1-01M,6
International Union of Crystallography,FsF-A1-03D,8
International Union of Crystallography,FsF-R1-01MD,6
International Union of Crystallography,FsF-R1.1-01M,8
International Union of Crystallography,FsF-R1.3-02D,8
"John Wiley & Sons, LtdChichester, UK",FsF-F3-01M,39
"John Wiley & Sons, LtdChichester, UK",FsF-A1-03D,39
"John Wiley & Sons, LtdChichester, UK",FsF-R1.1-01M,39
"John Wiley & Sons, LtdChichester, UK",FsF-R1.3-02D,39
The EMBO Journal,FsF-F3-01M,33
The EMBO Journal,FsF-A1-03D,33
The EMBO Journal,FsF-R1.1-01M,33
The EMBO Journal,FsF-R1.3-02D,33
EDP Sciences,FsF-F3-01M,17
EDP Sciences,FsF-A1-03D,17
EDP Sciences,FsF-R1.1-01M,17
EDP Sciences,FsF-R1.3-02D,17
EDP Sciences,FsF-A1-01M,13
EDP Sciences,FsF-I3-01M,1
American Medical Association (AMA),FsF-F3-01M,32
American Medical Association (AMA),FsF-A1-01M,32
American Medical Association (AMA),FsF-A1-03D,32
American Medical Association (AMA),FsF-R1.1-01M,32
American Medical Association (AMA),FsF-R1.3-02D,32
American Medical Association (AMA),FsF-F4-01M,10
American Medical Association (AMA),FsF-R1-01MD,10
© Georg Thieme Verlag KG Stuttgart · New York,FsF-F3-01M,8
© Georg Thieme Verlag KG Stuttgart · New York,FsF-A1-01M,8
© Georg Thieme Verlag KG Stuttgart · New York,FsF-A1-03D,8
© Georg Thieme Verlag KG Stuttgart · New York,FsF-R1.1-01M,8
© Georg Thieme Verlag KG Stuttgart · New York,FsF-R1.3-02D,8
© Georg Thieme Verlag KG Stuttgart · New York,FsF-I3-01M,4
"Springer, Boston, MA",FsF-F3-01M,19
"Springer, Boston, MA",FsF-A1-01M,19
"Springer, Boston, MA",FsF-A1-03D,19
"Springer, Boston, MA",FsF-R1.1-01M,19
"Springer, Boston, MA",FsF-R1.3-02D,19
Journal of Virology,FsF-F3-01M,39
Journal of Virology,FsF-A1-01M,5
Journal of Virology,FsF-A1-03D,39
Journal of Virology,FsF-R1.1-01M,39
Journal of Virology,FsF-R1.3-02D,39
Stroke,FsF-F3-01M,9
Stroke,FsF-A1-01M,6
Stroke,FsF-A1-03D,9
Stroke,FsF-R1.1-01M,9
Stroke,FsF-R1.3-02D,9
Birkhäuser Boston,FsF-F3-01M,4
Birkhäuser Boston,FsF-A1-01M,4
Birkhäuser Boston,FsF-A1-03D,4
Birkhäuser Boston,FsF-R1.1-01M,4
Birkhäuser Boston,FsF-R1.3-02D,4
"EDP Sciences, Springer-Verlag, Società Italiana di Fisica",FsF-F3-01M,4
"EDP Sciences, Springer-Verlag, Società Italiana di Fisica",FsF-A1-03D,4
"EDP Sciences, Springer-Verlag, Società Italiana di Fisica",FsF-R1.1-01M,4
"EDP Sciences, Springer-Verlag, Società Italiana di Fisica",FsF-R1.3-02D,4
Journal of Bacteriology,FsF-F3-01M,12
Journal of Bacteriology,FsF-A1-03D,12
Journal of Bacteriology,FsF-R1.1-01M,12
Journal of Bacteriology,FsF-R1.3-02D,12
Journal of Bacteriology,FsF-A1-01M,1
Springer Fachmedien Wiesbaden,FsF-F3-01M,10
Springer Fachmedien Wiesbaden,FsF-A1-01M,10
Springer Fachmedien Wiesbaden,FsF-A1-03D,10
Springer Fachmedien Wiesbaden,FsF-R1.1-01M,10
Springer Fachmedien Wiesbaden,FsF-R1.3-02D,10
"Springer VS, Wiesbaden",FsF-F3-01M,3
"Springer VS, Wiesbaden",FsF-A1-01M,3
"Springer VS, Wiesbaden",FsF-A1-03D,3
"Springer VS, Wiesbaden",FsF-R1.1-01M,3
"Springer VS, Wiesbaden",FsF-R1.3-02D,3
Cold Spring Harbor Laboratory Press,FsF-F3-01M,19
Cold Spring Harbor Laboratory Press,FsF-A1-01M,19
Cold Spring Harbor Laboratory Press,FsF-A1-03D,19
Cold Spring Harbor Laboratory Press,FsF-I3-01M,2
Cold Spring Harbor Laboratory Press,FsF-R1.1-01M,19
Cold Spring Harbor Laboratory Press,FsF-R1.3-02D,19
Cold Spring Harbor Lab,FsF-F3-01M,18
Cold Spring Harbor Lab,FsF-A1-01M,18
Cold Spring Harbor Lab,FsF-A1-03D,18
Cold Spring Harbor Lab,FsF-I3-01M,2
Cold Spring Harbor Lab,FsF-R1.1-01M,18
Cold Spring Harbor Lab,FsF-R1.3-02D,18
The Royal Society,FsF-F3-01M,31
The Royal Society,FsF-F4-01M,7
The Royal Society,FsF-A1-01M,12
The Royal Society,FsF-A1-03D,31
The Royal Society,FsF-R1-01MD,7
The Royal Society,FsF-R1.1-01M,31
The Royal Society,FsF-R1.3-02D,31
The Royal Society,FsF-I3-01M,3
Hindawi Limited,FsF-F3-01M,15
Hindawi Limited,FsF-F4-01M,9
Hindawi Limited,FsF-A1-01M,15
Hindawi Limited,FsF-A1-03D,15
Hindawi Limited,FsF-R1-01MD,9
Hindawi Limited,FsF-R1.1-01M,15
Hindawi Limited,FsF-R1.3-02D,15
The Ecological Society of America,FsF-F3-01M,8
The Ecological Society of America,FsF-A1-01M,8
The Ecological Society of America,FsF-A1-03D,8
The Ecological Society of America,FsF-I3-01M,5
The Ecological Society of America,FsF-R1.1-01M,8
The Ecological Society of America,FsF-R1.3-02D,8
Cambridge University Press (CUP),FsF-F3-01M,34
Cambridge University Press (CUP),FsF-A1-01M,34
Cambridge University Press (CUP),FsF-A1-03D,34
Cambridge University Press (CUP),FsF-R1.1-01M,34
Cambridge University Press (CUP),FsF-R1.3-02D,34
Society for Industrial and Applied Mathematics,FsF-F3-01M,2
Society for Industrial and Applied Mathematics,FsF-A1-03D,2
Society for Industrial and Applied Mathematics,FsF-R1.1-01M,2
Society for Industrial and Applied Mathematics,FsF-R1.3-02D,2
SIAM Journal on Imaging Sciences,FsF-F3-01M,1
SIAM Journal on Imaging Sciences,FsF-A1-03D,1
SIAM Journal on Imaging Sciences,FsF-R1.1-01M,1
SIAM Journal on Imaging Sciences,FsF-R1.3-02D,1
Society for Industrial & Applied Mathematics (SIAM),FsF-F3-01M,4
Society for Industrial & Applied Mathematics (SIAM),FsF-A1-03D,4
Society for Industrial & Applied Mathematics (SIAM),FsF-R1.1-01M,4
Society for Industrial & Applied Mathematics (SIAM),FsF-R1.3-02D,4
Royal Meteorological Society (RMetS),FsF-F3-01M,4
Royal Meteorological Society (RMetS),FsF-A1-01M,4
Royal Meteorological Society (RMetS),FsF-A1-03D,4
Royal Meteorological Society (RMetS),FsF-I3-01M,3
Royal Meteorological Society (RMetS),FsF-R1.1-01M,4
Royal Meteorological Society (RMetS),FsF-R1.3-02D,4
besjournals,FsF-F3-01M,9
besjournals,FsF-A1-01M,9
besjournals,FsF-A1-03D,9
besjournals,FsF-R1.1-01M,9
besjournals,FsF-R1.3-02D,9
besjournals,FsF-I3-01M,4
Microbiology Society,FsF-F3-01M,62
Microbiology Society,FsF-A1-01M,62
Microbiology Society,FsF-A1-03D,62
Microbiology Society,FsF-I3-01M,18
Microbiology Society,FsF-R1.1-01M,62
Microbiology Society,FsF-R1.3-02D,62
microbiologyresearch.org,FsF-F3-01M,20
microbiologyresearch.org,FsF-A1-01M,20
microbiologyresearch.org,FsF-A1-03D,20
microbiologyresearch.org,FsF-I3-01M,9
microbiologyresearch.org,FsF-R1.1-01M,20
microbiologyresearch.org,FsF-R1.3-02D,20
Physical Review D,FsF-F3-01M,16
Physical Review D,FsF-A1-01M,16
Physical Review D,FsF-A1-03D,16
Physical Review D,FsF-R1.1-01M,16
Physical Review D,FsF-R1.3-02D,16
Physical Review D,FsF-I3-01M,10
Annual Reviews,FsF-F3-01M,80
Annual Reviews,FsF-A1-01M,80
Annual Reviews,FsF-A1-03D,80
Annual Reviews,FsF-R1.1-01M,80
Annual Reviews,FsF-R1.3-02D,80
Annual Reviews,FsF-I3-01M,12
American Psychological Association (APA),FsF-F3-01M,18
American Psychological Association (APA),FsF-F4-01M,18
American Psychological Association (APA),FsF-A1-01M,18
American Psychological Association (APA),FsF-A1-03D,18
American Psychological Association (APA),FsF-R1-01MD,18
American Psychological Association (APA),FsF-R1.1-01M,18
American Psychological Association (APA),FsF-R1.3-02D,18
National Academy of Sciences,FsF-F3-01M,60
National Academy of Sciences,FsF-A1-03D,60
National Academy of Sciences,FsF-R1.1-01M,60
National Academy of Sciences,FsF-R1.3-02D,60
National Academy of Sciences,FsF-A1-01M,39
Hogrefe & Huber Publishers,FsF-F3-01M,1
Hogrefe & Huber Publishers,FsF-A1-01M,1
Hogrefe & Huber Publishers,FsF-A1-03D,1
Hogrefe & Huber Publishers,FsF-R1.1-01M,1
Hogrefe & Huber Publishers,FsF-R1.3-02D,1
European Psychologist,FsF-F3-01M,1
European Psychologist,FsF-A1-01M,1
European Psychologist,FsF-A1-03D,1
European Psychologist,FsF-R1.1-01M,1
European Psychologist,FsF-R1.3-02D,1
Hogrefe Publishing Group,FsF-F3-01M,7
Hogrefe Publishing Group,FsF-A1-01M,5
Hogrefe Publishing Group,FsF-A1-03D,7
Hogrefe Publishing Group,FsF-R1.1-01M,7
Hogrefe Publishing Group,FsF-R1.3-02D,7
Hogrefe Publishing Group,FsF-F4-01M,1
Hogrefe Publishing Group,FsF-R1-01MD,1
MCB UP Ltd,FsF-F3-01M,2
MCB UP Ltd,FsF-A1-01M,2
MCB UP Ltd,FsF-A1-03D,2
MCB UP Ltd,FsF-R1.1-01M,2
MCB UP Ltd,FsF-R1.3-02D,2
Springer Vienna,FsF-F3-01M,26
Springer Vienna,FsF-A1-03D,26
Springer Vienna,FsF-R1.1-01M,25
Springer Vienna,FsF-R1.3-02D,26
Springer Vienna,FsF-A1-01M,1
Humana Press,FsF-F3-01M,5
Humana Press,FsF-A1-01M,5
Humana Press,FsF-A1-03D,5
Humana Press,FsF-R1.1-01M,5
Humana Press,FsF-R1.3-02D,5
"American Society for Microbiology1752 N St., N.W., Washington, DC",FsF-F3-01M,9
"American Society for Microbiology1752 N St., N.W., Washington, DC",FsF-A1-03D,9
"American Society for Microbiology1752 N St., N.W., Washington, DC",FsF-R1.1-01M,9
"American Society for Microbiology1752 N St., N.W., Washington, DC",FsF-R1.3-02D,9
mBio,FsF-F3-01M,2
mBio,FsF-A1-03D,2
mBio,FsF-R1.1-01M,2
mBio,FsF-R1.3-02D,2
Optica Publishing Group,FsF-F3-01M,40
Optica Publishing Group,FsF-A1-03D,40
Optica Publishing Group,FsF-R1.1-01M,40
Optica Publishing Group,FsF-R1.3-02D,40
Optica Publishing Group,FsF-F4-01M,18
Optica Publishing Group,FsF-A1-01M,18
Optica Publishing Group,FsF-R1-01MD,18
Circulation Research,FsF-F3-01M,15
Circulation Research,FsF-A1-01M,7
Circulation Research,FsF-A1-03D,15
Circulation Research,FsF-R1.1-01M,15
Circulation Research,FsF-R1.3-02D,15
© Georg Thieme Verlag Stuttgart · New York,FsF-F3-01M,11
© Georg Thieme Verlag Stuttgart · New York,FsF-A1-01M,11
© Georg Thieme Verlag Stuttgart · New York,FsF-A1-03D,11
© Georg Thieme Verlag Stuttgart · New York,FsF-I3-01M,7
© Georg Thieme Verlag Stuttgart · New York,FsF-R1.1-01M,11
© Georg Thieme Verlag Stuttgart · New York,FsF-R1.3-02D,11
American Society of Clinical Oncology,FsF-F3-01M,13
American Society of Clinical Oncology,FsF-A1-03D,13
American Society of Clinical Oncology,FsF-R1.3-02D,13
American Society of Clinical Oncology,FsF-R1.1-01M,11
JCO Precision Oncology,FsF-F3-01M,1
JCO Precision Oncology,FsF-A1-03D,1
JCO Precision Oncology,FsF-R1.3-02D,1
Ivyspring International Publisher,FsF-F3-01M,17
Ivyspring International Publisher,FsF-F4-01M,17
Ivyspring International Publisher,FsF-A1-01M,17
Ivyspring International Publisher,FsF-A1-03D,17
Ivyspring International Publisher,FsF-R1-01MD,17
Ivyspring International Publisher,FsF-R1.1-01M,17
Ivyspring International Publisher,FsF-R1.3-02D,17
Ivyspring International Publisher,FsF-I3-01M,2
Mineralogical Society of America,FsF-F3-01M,10
Mineralogical Society of America,FsF-A1-03D,10
Mineralogical Society of America,FsF-R1.1-01M,10
Mineralogical Society of America,FsF-R1.3-02D,10
Mineralogical Society of America,FsF-A1-01M,2
Society of Nuclear Medicine,FsF-F3-01M,23
Society of Nuclear Medicine,FsF-A1-03D,23
Society of Nuclear Medicine,FsF-R1.1-01M,23
Society of Nuclear Medicine,FsF-R1.3-02D,23
Society of Nuclear Medicine,FsF-F4-01M,1
Society of Nuclear Medicine,FsF-A1-01M,1
Society of Nuclear Medicine,FsF-R1-01MD,1
Journal of Nuclear Medicine,FsF-F3-01M,9
Journal of Nuclear Medicine,FsF-A1-03D,9
Journal of Nuclear Medicine,FsF-R1.1-01M,9
Journal of Nuclear Medicine,FsF-R1.3-02D,9
MIT Press,FsF-F3-01M,31
MIT Press,FsF-A1-01M,31
MIT Press,FsF-A1-03D,31
MIT Press,FsF-R1.1-01M,31
MIT Press,FsF-R1.3-02D,31
American Society of Clinical Oncology (ASCO),FsF-F3-01M,23
American Society of Clinical Oncology (ASCO),FsF-F4-01M,5
American Society of Clinical Oncology (ASCO),FsF-A1-01M,5
American Society of Clinical Oncology (ASCO),FsF-A1-03D,23
American Society of Clinical Oncology (ASCO),FsF-R1-01MD,5
American Society of Clinical Oncology (ASCO),FsF-R1.1-01M,23
American Society of Clinical Oncology (ASCO),FsF-R1.3-02D,23
European Centre for Disease Prevention and Control,FsF-F3-01M,4
European Centre for Disease Prevention and Control,FsF-A1-01M,4
European Centre for Disease Prevention and Control,FsF-A1-03D,4
European Centre for Disease Prevention and Control,FsF-R1.1-01M,4
European Centre for Disease Prevention and Control,FsF-R1.3-02D,4
European Centre for Disease Control and Prevention (ECDC),FsF-F3-01M,4
European Centre for Disease Control and Prevention (ECDC),FsF-A1-01M,4
European Centre for Disease Control and Prevention (ECDC),FsF-A1-03D,4
European Centre for Disease Control and Prevention (ECDC),FsF-R1.1-01M,4
European Centre for Disease Control and Prevention (ECDC),FsF-R1.3-02D,4
"American Physiological Society Bethesda, MD",FsF-F3-01M,6
"American Physiological Society Bethesda, MD",FsF-A1-03D,6
"American Physiological Society Bethesda, MD",FsF-R1.1-01M,6
"American Physiological Society Bethesda, MD",FsF-R1.3-02D,6
American Journal of Physiology-Heart and Circulatory Physiology,FsF-F3-01M,2
American Journal of Physiology-Heart and Circulatory Physiology,FsF-A1-03D,2
American Journal of Physiology-Heart and Circulatory Physiology,FsF-R1.1-01M,2
American Journal of Physiology-Heart and Circulatory Physiology,FsF-R1.3-02D,2
Microbiology and Molecular Biology Reviews,FsF-F3-01M,2
Microbiology and Molecular Biology Reviews,FsF-A1-03D,2
Microbiology and Molecular Biology Reviews,FsF-R1.1-01M,2
Microbiology and Molecular Biology Reviews,FsF-R1.3-02D,2
Dove Press,FsF-F3-01M,4
Dove Press,FsF-A1-01M,4
Dove Press,FsF-A1-03D,4
Dove Press,FsF-I3-01M,2
Dove Press,FsF-R1.1-01M,4
Dove Press,FsF-R1.3-02D,4
The Electrochemical Society,FsF-F3-01M,6
The Electrochemical Society,FsF-F4-01M,6
The Electrochemical Society,FsF-A1-01M,6
The Electrochemical Society,FsF-A1-03D,6
The Electrochemical Society,FsF-R1-01MD,6
The Electrochemical Society,FsF-R1.1-01M,6
The Electrochemical Society,FsF-R1.3-02D,6
arXiv.org,FsF-F3-01M,3
arXiv.org,FsF-A1-03D,3
arXiv.org,FsF-I1-01M,3
arXiv.org,FsF-I3-01M,3
arXiv.org,FsF-R1.3-02D,3
arXiv,FsF-F3-01M,3
arXiv,FsF-A1-03D,3
arXiv,FsF-I1-01M,3
arXiv,FsF-I3-01M,3
arXiv,FsF-R1.3-02D,3
Alzheimer’s Association,FsF-F3-01M,1
Alzheimer’s Association,FsF-A1-01M,1
Alzheimer’s Association,FsF-A1-03D,1
Alzheimer’s Association,FsF-R1.1-01M,1
Alzheimer’s Association,FsF-R1.3-02D,1
Institute of Electrical and Electronics Engineers (IEEE),FsF-F3-01M,76
Institute of Electrical and Electronics Engineers (IEEE),FsF-F4-01M,76
Institute of Electrical and Electronics Engineers (IEEE),FsF-A1-01M,76
Institute of Electrical and Electronics Engineers (IEEE),FsF-A1-03D,76
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1-01MD,76
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1.1-01M,76
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1.3-02D,76
Elsevier,FsF-F3-01M,29
Elsevier,FsF-F4-01M,29
Elsevier,FsF-A1-01M,29
Elsevier,FsF-A1-03D,29
Elsevier,FsF-R1-01MD,29
Elsevier,FsF-R1.1-01M,29
Elsevier,FsF-R1.3-02D,29
Portland Press,FsF-F3-01M,12
Portland Press,FsF-A1-01M,12
Portland Press,FsF-A1-03D,12
Portland Press,FsF-R1.1-01M,12
Portland Press,FsF-R1.3-02D,12
Portland Press Ltd.,FsF-F3-01M,2
Portland Press Ltd.,FsF-A1-01M,2
Portland Press Ltd.,FsF-A1-03D,2
Portland Press Ltd.,FsF-R1.1-01M,2
Portland Press Ltd.,FsF-R1.3-02D,2
Science Signaling,FsF-F3-01M,4
Science Signaling,FsF-A1-03D,4
Science Signaling,FsF-R1.1-01M,4
Science Signaling,FsF-R1.3-02D,4
Journal of Neurosurgery Publishing Group,FsF-F3-01M,3
Journal of Neurosurgery Publishing Group,FsF-A1-01M,3
Journal of Neurosurgery Publishing Group,FsF-A1-03D,3
Journal of Neurosurgery Publishing Group,FsF-I3-01M,3
Journal of Neurosurgery Publishing Group,FsF-R1.1-01M,3
Journal of Neurosurgery Publishing Group,FsF-R1.3-02D,3
jns,FsF-F3-01M,3
jns,FsF-A1-01M,3
jns,FsF-A1-03D,3
jns,FsF-I3-01M,3
jns,FsF-R1.1-01M,3
jns,FsF-R1.3-02D,3
British Pharmacological Society | Journals,FsF-F3-01M,4
British Pharmacological Society | Journals,FsF-A1-01M,4
British Pharmacological Society | Journals,FsF-A1-03D,4
British Pharmacological Society | Journals,FsF-I3-01M,2
British Pharmacological Society | Journals,FsF-R1.1-01M,4
British Pharmacological Society | Journals,FsF-R1.3-02D,4
Infection and Immunity,FsF-F3-01M,6
Infection and Immunity,FsF-A1-03D,6
Infection and Immunity,FsF-R1.1-01M,6
Infection and Immunity,FsF-R1.3-02D,6
Infection and Immunity,FsF-A1-01M,1
American Association for Anatomy,FsF-F3-01M,7
American Association for Anatomy,FsF-A1-01M,7
American Association for Anatomy,FsF-A1-03D,7
American Association for Anatomy,FsF-I1-01M,2
American Association for Anatomy,FsF-I2-01M,2
American Association for Anatomy,FsF-I3-01M,6
American Association for Anatomy,FsF-R1.1-01M,7
American Association for Anatomy,FsF-R1.3-02D,7
International Society of Extracellular Vesicles,FsF-F3-01M,4
International Society of Extracellular Vesicles,FsF-A1-01M,4
International Society of Extracellular Vesicles,FsF-A1-03D,4
International Society of Extracellular Vesicles,FsF-I3-01M,1
International Society of Extracellular Vesicles,FsF-R1.1-01M,4
International Society of Extracellular Vesicles,FsF-R1.3-02D,4
"Arteriosclerosis, Thrombosis, and Vascular Biology",FsF-F3-01M,6
"Arteriosclerosis, Thrombosis, and Vascular Biology",FsF-A1-01M,6
"Arteriosclerosis, Thrombosis, and Vascular Biology",FsF-A1-03D,6
"Arteriosclerosis, Thrombosis, and Vascular Biology",FsF-R1.1-01M,6
"Arteriosclerosis, Thrombosis, and Vascular Biology",FsF-R1.3-02D,6
Cold Spring Harbor Laboratory,FsF-F3-01M,40
Cold Spring Harbor Laboratory,FsF-A1-03D,40
Cold Spring Harbor Laboratory,FsF-R1.1-01M,40
Cold Spring Harbor Laboratory,FsF-R1.3-02D,40
Cold Spring Harbor Laboratory,FsF-A1-01M,36
Cold Spring Harbor Laboratory,FsF-F4-01M,2
Cold Spring Harbor Laboratory,FsF-R1-01MD,2
bioRxiv,FsF-F3-01M,1
bioRxiv,FsF-A1-03D,1
bioRxiv,FsF-R1.1-01M,1
bioRxiv,FsF-R1.3-02D,1
The Physiological Society,FsF-F3-01M,11
The Physiological Society,FsF-A1-01M,11
The Physiological Society,FsF-A1-03D,11
The Physiological Society,FsF-R1.1-01M,11
The Physiological Society,FsF-R1.3-02D,11
The Physiological Society,FsF-I3-01M,2
John Benjamins,FsF-F3-01M,14
John Benjamins,FsF-A1-01M,14
John Benjamins,FsF-A1-03D,14
John Benjamins,FsF-I3-01M,10
John Benjamins,FsF-R1.1-01M,14
John Benjamins,FsF-R1.3-02D,14
John Benjamins Publishing Company,FsF-F3-01M,6
John Benjamins Publishing Company,FsF-A1-01M,6
John Benjamins Publishing Company,FsF-A1-03D,6
John Benjamins Publishing Company,FsF-R1.1-01M,6
John Benjamins Publishing Company,FsF-R1.3-02D,6
Birkhäuser Verlag,FsF-F3-01M,4
Birkhäuser Verlag,FsF-A1-03D,4
Birkhäuser Verlag,FsF-R1.1-01M,4
Birkhäuser Verlag,FsF-R1.3-02D,4
EnviroMicroJournals,FsF-F3-01M,2
EnviroMicroJournals,FsF-A1-01M,2
EnviroMicroJournals,FsF-A1-03D,2
EnviroMicroJournals,FsF-I3-01M,1
EnviroMicroJournals,FsF-R1.1-01M,2
EnviroMicroJournals,FsF-R1.3-02D,2
MIT Press - Journals,FsF-F3-01M,12
MIT Press - Journals,FsF-A1-01M,12
MIT Press - Journals,FsF-A1-03D,12
MIT Press - Journals,FsF-R1.1-01M,12
MIT Press - Journals,FsF-R1.3-02D,12
Applied and Environmental Microbiology,FsF-F3-01M,4
Applied and Environmental Microbiology,FsF-A1-03D,4
Applied and Environmental Microbiology,FsF-R1.1-01M,4
Applied and Environmental Microbiology,FsF-R1.3-02D,4
Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences,FsF-F3-01M,1
Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences,FsF-A1-01M,1
Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences,FsF-A1-03D,1
Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences,FsF-I3-01M,1
Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences,FsF-R1.1-01M,1
Philosophical Transactions of the Royal Society of London. Series B: Biological Sciences,FsF-R1.3-02D,1
Journal of Applied Crystallography,FsF-F3-01M,1
Journal of Applied Crystallography,FsF-A1-03D,1
Journal of Applied Crystallography,FsF-R1.1-01M,1
Journal of Applied Crystallography,FsF-R1.3-02D,1
ASLO,FsF-F3-01M,1
ASLO,FsF-A1-01M,1
ASLO,FsF-A1-03D,1
ASLO,FsF-I3-01M,1
ASLO,FsF-R1.1-01M,1
ASLO,FsF-R1.3-02D,1
Urban & Vogel München,FsF-F3-01M,4
Urban & Vogel München,FsF-A1-03D,4
Urban & Vogel München,FsF-R1.1-01M,4
Urban & Vogel München,FsF-R1.3-02D,4
World Scientific Publishing Company,FsF-F3-01M,4
World Scientific Publishing Company,FsF-A1-01M,4
World Scientific Publishing Company,FsF-A1-03D,4
World Scientific Publishing Company,FsF-R1.1-01M,4
World Scientific Publishing Company,FsF-R1.3-02D,4
World Scientific Publishing,FsF-F3-01M,4
World Scientific Publishing,FsF-A1-01M,4
World Scientific Publishing,FsF-A1-03D,4
World Scientific Publishing,FsF-R1.1-01M,4
World Scientific Publishing,FsF-R1.3-02D,4
World Scientific Pub Co Pte Lt,FsF-F3-01M,5
World Scientific Pub Co Pte Lt,FsF-A1-01M,5
World Scientific Pub Co Pte Lt,FsF-A1-03D,5
World Scientific Pub Co Pte Lt,FsF-R1.1-01M,5
World Scientific Pub Co Pte Lt,FsF-R1.3-02D,5
World Scientific Pub Co Pte Lt,FsF-F4-01M,1
World Scientific Pub Co Pte Lt,FsF-R1-01MD,1
The American Society for Cell Biology,FsF-F3-01M,8
The American Society for Cell Biology,FsF-A1-03D,8
The American Society for Cell Biology,FsF-R1.1-01M,8
The American Society for Cell Biology,FsF-R1.3-02D,8
Molecular Biology of the Cell,FsF-F3-01M,9
Molecular Biology of the Cell,FsF-A1-03D,9
Molecular Biology of the Cell,FsF-R1.1-01M,9
Molecular Biology of the Cell,FsF-R1.3-02D,9
Current Science Inc.,FsF-F3-01M,6
Current Science Inc.,FsF-A1-03D,6
Current Science Inc.,FsF-R1.1-01M,6
Current Science Inc.,FsF-R1.3-02D,6
BMJ,FsF-F3-01M,39
BMJ,FsF-F4-01M,5
BMJ,FsF-A1-01M,5
