publisher,metric,count
"JMIR Publications Inc., Toronto, Canada",FsF-R1.3-02D,5
"JMIR Publications Inc., Toronto, Canada",FsF-A1-01M,1
Antiquity Publications,FsF-F3-01M,2
Antiquity Publications,FsF-A1-01M,2
Antiquity Publications,FsF-A1-03D,2
Antiquity Publications,FsF-R1.1-01M,2
Antiquity Publications,FsF-R1.3-02D,2
Royal Society of Chemistry (RSC),FsF-F3-01M,88
Royal Society of Chemistry (RSC),FsF-A1-03D,88
Royal Society of Chemistry (RSC),FsF-R1.1-01M,88
Royal Society of Chemistry (RSC),FsF-R1.3-02D,88
PRX Quantum,FsF-F3-01M,1
PRX Quantum,FsF-A1-01M,1
PRX Quantum,FsF-A1-03D,1
PRX Quantum,FsF-I3-01M,1
PRX Quantum,FsF-R1.1-01M,1
PRX Quantum,FsF-R1.3-02D,1
IOP Publishing,FsF-F3-01M,158
IOP Publishing,FsF-F4-01M,158
IOP Publishing,FsF-A1-01M,158
IOP Publishing,FsF-A1-03D,158
IOP Publishing,FsF-R1-01MD,158
IOP Publishing,FsF-R1.1-01M,158
IOP Publishing,FsF-R1.3-02D,158
American Association of Immunologists,FsF-F3-01M,81
American Association of Immunologists,FsF-A1-01M,81
American Association of Immunologists,FsF-A1-03D,81
American Association of Immunologists,FsF-R1.1-01M,81
American Association of Immunologists,FsF-R1.3-02D,81
Corvinus University of Budapest,FsF-F3-01M,2
Corvinus University of Budapest,FsF-A1-03D,2
Corvinus University of Budapest,FsF-R1-01MD,2
Corvinus University of Budapest,FsF-R1.1-01M,2
Corvinus University of Budapest,FsF-R1.3-02D,2
"Doctoral School of Sociology, Corvinus University Budapest",FsF-F3-01M,1
"Doctoral School of Sociology, Corvinus University Budapest",FsF-A1-03D,1
"Doctoral School of Sociology, Corvinus University Budapest",FsF-R1-01MD,1
"Doctoral School of Sociology, Corvinus University Budapest",FsF-R1.1-01M,1
"Doctoral School of Sociology, Corvinus University Budapest",FsF-R1.3-02D,1
Applied and Environmental Microbiology,FsF-F3-01M,26
Applied and Environmental Microbiology,FsF-A1-03D,26
Applied and Environmental Microbiology,FsF-R1.1-01M,26
Applied and Environmental Microbiology,FsF-R1.3-02D,26
Applied and Environmental Microbiology,FsF-A1-01M,2
Journal of The Royal Society Interface,FsF-F3-01M,2
Journal of The Royal Society Interface,FsF-A1-03D,2
Journal of The Royal Society Interface,FsF-I3-01M,1
Journal of The Royal Society Interface,FsF-R1.1-01M,2
Journal of The Royal Society Interface,FsF-R1.3-02D,2
American Psychological Association (APA),FsF-F3-01M,112
American Psychological Association (APA),FsF-F4-01M,112
American Psychological Association (APA),FsF-A1-01M,112
American Psychological Association (APA),FsF-A1-03D,112
American Psychological Association (APA),FsF-R1-01MD,112
American Psychological Association (APA),FsF-R1.1-01M,112
American Psychological Association (APA),FsF-R1.3-02D,112
New Phytologist Foundation,FsF-F3-01M,14
New Phytologist Foundation,FsF-A1-01M,14
New Phytologist Foundation,FsF-A1-03D,14
New Phytologist Foundation,FsF-I3-01M,3
New Phytologist Foundation,FsF-R1.1-01M,14
New Phytologist Foundation,FsF-R1.3-02D,14
LWW,FsF-F3-01M,36
LWW,FsF-F4-01M,36
LWW,FsF-A1-01M,36
LWW,FsF-A1-03D,36
LWW,FsF-I3-01M,9
LWW,FsF-R1.1-01M,36
LWW,FsF-R1.3-02D,36
De Gruyter Oldenbourg,FsF-F3-01M,18
De Gruyter Oldenbourg,FsF-A1-03D,18
De Gruyter Oldenbourg,FsF-R1.1-01M,18
De Gruyter Oldenbourg,FsF-R1.3-02D,18
De Gruyter Oldenbourg,FsF-I3-01M,14
De Gruyter,FsF-F3-01M,146
De Gruyter,FsF-A1-03D,146
De Gruyter,FsF-R1.1-01M,146
De Gruyter,FsF-R1.3-02D,146
De Gruyter,FsF-I3-01M,79
Walter de Gruyter GmbH,FsF-F3-01M,58
Walter de Gruyter GmbH,FsF-A1-03D,58
Walter de Gruyter GmbH,FsF-R1.1-01M,58
Walter de Gruyter GmbH,FsF-R1.3-02D,58
Walter de Gruyter GmbH,FsF-A1-01M,6
Microbiology Society,FsF-F3-01M,118
Microbiology Society,FsF-A1-01M,118
Microbiology Society,FsF-A1-03D,118
Microbiology Society,FsF-I3-01M,46
Microbiology Society,FsF-R1.1-01M,118
Microbiology Society,FsF-R1.3-02D,118
microbiologyresearch.org,FsF-F3-01M,41
microbiologyresearch.org,FsF-A1-01M,41
microbiologyresearch.org,FsF-A1-03D,41
microbiologyresearch.org,FsF-I3-01M,23
microbiologyresearch.org,FsF-R1.1-01M,41
microbiologyresearch.org,FsF-R1.3-02D,41
besjournals,FsF-F3-01M,27
besjournals,FsF-A1-01M,27
besjournals,FsF-A1-03D,27
besjournals,FsF-R1.1-01M,27
besjournals,FsF-R1.3-02D,27
besjournals,FsF-I3-01M,8
The American Society for Cell Biology,FsF-F3-01M,3
The American Society for Cell Biology,FsF-A1-03D,3
The American Society for Cell Biology,FsF-R1.1-01M,3
The American Society for Cell Biology,FsF-R1.3-02D,3
Molecular Biology of the Cell,FsF-F3-01M,4
Molecular Biology of the Cell,FsF-A1-03D,4
Molecular Biology of the Cell,FsF-R1.1-01M,4
Molecular Biology of the Cell,FsF-R1.3-02D,4
American Society for Cell Biology (ASCB),FsF-F3-01M,4
American Society for Cell Biology (ASCB),FsF-A1-03D,4
American Society for Cell Biology (ASCB),FsF-R1.1-01M,4
American Society for Cell Biology (ASCB),FsF-R1.3-02D,4
Springer New York,FsF-F3-01M,22
Springer New York,FsF-A1-01M,18
Springer New York,FsF-A1-03D,22
Springer New York,FsF-R1.1-01M,22
Springer New York,FsF-R1.3-02D,22
Springer New York,FsF-I3-01M,2
"Springer, New York, NY",FsF-F3-01M,6
"Springer, New York, NY",FsF-A1-01M,6
"Springer, New York, NY",FsF-A1-03D,6
"Springer, New York, NY",FsF-R1.1-01M,6
"Springer, New York, NY",FsF-R1.3-02D,6
Portland Press,FsF-F3-01M,90
Portland Press,FsF-A1-01M,90
Portland Press,FsF-A1-03D,90
Portland Press,FsF-R1.1-01M,90
Portland Press,FsF-R1.3-02D,90
Infection and Immunity,FsF-F3-01M,7
Infection and Immunity,FsF-A1-03D,7
Infection and Immunity,FsF-R1.1-01M,7
Infection and Immunity,FsF-R1.3-02D,7
IEEE,FsF-F3-01M,117
IEEE,FsF-F4-01M,117
IEEE,FsF-A1-01M,117
IEEE,FsF-A1-03D,117
IEEE,FsF-I3-01M,117
IEEE,FsF-R1-01MD,117
IEEE,FsF-R1.1-01M,117
IEEE,FsF-R1.3-02D,117
American Association for the Advancement of Science,FsF-F3-01M,40
American Association for the Advancement of Science,FsF-A1-03D,40
American Association for the Advancement of Science,FsF-R1.1-01M,40
American Association for the Advancement of Science,FsF-R1.3-02D,40
American Association for the Advancement of Science,FsF-A1-01M,4
Science Advances,FsF-F3-01M,7
Science Advances,FsF-A1-03D,7
Science Advances,FsF-R1.1-01M,7
Science Advances,FsF-R1.3-02D,7
Kluwer Academic Publishers-Plenum Publishers,FsF-F3-01M,54
Kluwer Academic Publishers-Plenum Publishers,FsF-A1-03D,54
Kluwer Academic Publishers-Plenum Publishers,FsF-R1.1-01M,54
Kluwer Academic Publishers-Plenum Publishers,FsF-R1.3-02D,54
The Ecological Society of America,FsF-F3-01M,7
The Ecological Society of America,FsF-A1-01M,7
The Ecological Society of America,FsF-A1-03D,7
The Ecological Society of America,FsF-I3-01M,5
The Ecological Society of America,FsF-R1.1-01M,7
The Ecological Society of America,FsF-R1.3-02D,7
Hindawi Limited,FsF-F3-01M,5
Hindawi Limited,FsF-A1-01M,5
Hindawi Limited,FsF-A1-03D,5
Hindawi Limited,FsF-R1.1-01M,5
Hindawi Limited,FsF-R1.3-02D,5
Hindawi Limited,FsF-F4-01M,3
Hindawi Limited,FsF-R1-01MD,3
Center for Open Science,FsF-F3-01M,6
Center for Open Science,FsF-F4-01M,6
Center for Open Science,FsF-A1-01M,6
Center for Open Science,FsF-A1-03D,6
Center for Open Science,FsF-I3-01M,6
Center for Open Science,FsF-R1-01MD,6
Center for Open Science,FsF-R1.1-01M,6
Center for Open Science,FsF-R1.3-02D,6
Proceedings of the National Academy of Sciences,FsF-F3-01M,108
Proceedings of the National Academy of Sciences,FsF-F4-01M,13
Proceedings of the National Academy of Sciences,FsF-A1-01M,61
Proceedings of the National Academy of Sciences,FsF-A1-03D,108
Proceedings of the National Academy of Sciences,FsF-R1-01MD,13
Proceedings of the National Academy of Sciences,FsF-R1.1-01M,108
Proceedings of the National Academy of Sciences,FsF-R1.3-02D,108
WIP-Munich,FsF-F3-01M,2
WIP-Munich,FsF-F4-01M,2
WIP-Munich,FsF-A1-01M,2
WIP-Munich,FsF-A1-03D,2
WIP-Munich,FsF-I1-01M,2
WIP-Munich,FsF-I3-01M,2
WIP-Munich,FsF-R1.1-01M,2
WIP-Munich,FsF-R1.3-02D,2
Springer-VerlagNew York,FsF-F3-01M,2
Springer-VerlagNew York,FsF-A1-03D,2
Springer-VerlagNew York,FsF-I3-01M,2
Springer-VerlagNew York,FsF-R1.1-01M,2
Springer-VerlagNew York,FsF-R1.3-02D,2
Nordic Association of Occupational Safety and Health (NOROSH),FsF-F3-01M,2
Nordic Association of Occupational Safety and Health (NOROSH),FsF-A1-01M,2
Nordic Association of Occupational Safety and Health (NOROSH),FsF-A1-03D,2
Nordic Association of Occupational Safety and Health (NOROSH),FsF-R1.1-01M,2
Nordic Association of Occupational Safety and Health (NOROSH),FsF-R1.3-02D,2
"Scandinavian Journal of Work, Environment and Health",FsF-F3-01M,2
"Scandinavian Journal of Work, Environment and Health",FsF-A1-01M,2
"Scandinavian Journal of Work, Environment and Health",FsF-A1-03D,2
"Scandinavian Journal of Work, Environment and Health",FsF-R1.1-01M,2
"Scandinavian Journal of Work, Environment and Health",FsF-R1.3-02D,2
"American Physiological Society Bethesda, MD",FsF-F3-01M,9
"American Physiological Society Bethesda, MD",FsF-A1-03D,9
"American Physiological Society Bethesda, MD",FsF-R1.1-01M,9
"American Physiological Society Bethesda, MD",FsF-R1.3-02D,9
Journal of Neurophysiology,FsF-F3-01M,6
Journal of Neurophysiology,FsF-A1-03D,6
Journal of Neurophysiology,FsF-R1.1-01M,6
Journal of Neurophysiology,FsF-R1.3-02D,6
American Physiological Society,FsF-F3-01M,22
American Physiological Society,FsF-A1-03D,22
American Physiological Society,FsF-R1.1-01M,22
American Physiological Society,FsF-R1.3-02D,22
American Physiological Society,FsF-F4-01M,2
American Physiological Society,FsF-A1-01M,2
American Physiological Society,FsF-R1-01MD,2
American Society for Clinical Pharmacology and Therapeutics (ASCPT),FsF-F3-01M,1
American Society for Clinical Pharmacology and Therapeutics (ASCPT),FsF-A1-01M,1
American Society for Clinical Pharmacology and Therapeutics (ASCPT),FsF-A1-03D,1
American Society for Clinical Pharmacology and Therapeutics (ASCPT),FsF-I3-01M,1
American Society for Clinical Pharmacology and Therapeutics (ASCPT),FsF-R1.1-01M,1
American Society for Clinical Pharmacology and Therapeutics (ASCPT),FsF-R1.3-02D,1
Cambridge University Press (CUP),FsF-F3-01M,73
Cambridge University Press (CUP),FsF-A1-01M,73
Cambridge University Press (CUP),FsF-A1-03D,73
Cambridge University Press (CUP),FsF-R1.1-01M,73
Cambridge University Press (CUP),FsF-R1.3-02D,73
Cambridge University Press (CUP),FsF-F4-01M,3
Cambridge University Press (CUP),FsF-R1-01MD,3
National Academy of Sciences,FsF-F3-01M,49
National Academy of Sciences,FsF-A1-01M,28
National Academy of Sciences,FsF-A1-03D,49
National Academy of Sciences,FsF-R1.1-01M,49
National Academy of Sciences,FsF-R1.3-02D,49
PNAS,FsF-F3-01M,61
PNAS,FsF-A1-01M,34
PNAS,FsF-A1-03D,61
PNAS,FsF-R1.1-01M,61
PNAS,FsF-R1.3-02D,61
The Endocrine Society,FsF-F3-01M,4
The Endocrine Society,FsF-A1-01M,4
The Endocrine Society,FsF-A1-03D,4
The Endocrine Society,FsF-R1.1-01M,4
The Endocrine Society,FsF-R1.3-02D,4
Institute for Operations Research and the Management Sciences (INFORMS),FsF-F3-01M,5
Institute for Operations Research and the Management Sciences (INFORMS),FsF-F4-01M,3
Institute for Operations Research and the Management Sciences (INFORMS),FsF-A1-01M,3
Institute for Operations Research and the Management Sciences (INFORMS),FsF-A1-03D,5
Institute for Operations Research and the Management Sciences (INFORMS),FsF-R1-01MD,5
Institute for Operations Research and the Management Sciences (INFORMS),FsF-R1.1-01M,5
Institute for Operations Research and the Management Sciences (INFORMS),FsF-R1.3-02D,5
"Springer, Cham",FsF-F3-01M,16
"Springer, Cham",FsF-A1-01M,16
"Springer, Cham",FsF-A1-03D,16
"Springer, Cham",FsF-R1.1-01M,16
"Springer, Cham",FsF-R1.3-02D,16
ACM Transactions on Computational Logic,FsF-F3-01M,1
ACM Transactions on Computational Logic,FsF-A1-01M,1
ACM Transactions on Computational Logic,FsF-A1-03D,1
ACM Transactions on Computational Logic,FsF-R1.1-01M,1
ACM Transactions on Computational Logic,FsF-R1.3-02D,1
Physical Review A,FsF-F3-01M,18
Physical Review A,FsF-A1-01M,18
Physical Review A,FsF-A1-03D,18
Physical Review A,FsF-I3-01M,6
Physical Review A,FsF-R1.1-01M,18
Physical Review A,FsF-R1.3-02D,18
Society for Industrial and Applied Mathematics,FsF-F3-01M,12
Society for Industrial and Applied Mathematics,FsF-A1-03D,12
Society for Industrial and Applied Mathematics,FsF-R1.1-01M,12
Society for Industrial and Applied Mathematics,FsF-R1.3-02D,12
Society for Industrial and Applied Mathematics,FsF-F4-01M,1
Society for Industrial and Applied Mathematics,FsF-A1-01M,3
Society for Industrial and Applied Mathematics,FsF-R1-01MD,1
SIAM Journal on Numerical Analysis,FsF-F3-01M,2
SIAM Journal on Numerical Analysis,FsF-A1-03D,2
SIAM Journal on Numerical Analysis,FsF-R1.1-01M,2
SIAM Journal on Numerical Analysis,FsF-R1.3-02D,2
bioRxiv,FsF-F3-01M,5
bioRxiv,FsF-A1-03D,5
bioRxiv,FsF-R1.1-01M,5
bioRxiv,FsF-R1.3-02D,5
The Eurographics Association,FsF-A1-01M,18
The Eurographics Association,FsF-I1-01M,18
The Eurographics Association,FsF-R1-01MD,18
The Eurographics Association,FsF-R1.1-01M,18
Birkhäuser-Verlag,FsF-F3-01M,32
Birkhäuser-Verlag,FsF-A1-03D,32
Birkhäuser-Verlag,FsF-R1.1-01M,32
Birkhäuser-Verlag,FsF-R1.3-02D,32
Ovid Technologies (Wolters Kluwer Health),FsF-F3-01M,57
Ovid Technologies (Wolters Kluwer Health),FsF-F4-01M,55
Ovid Technologies (Wolters Kluwer Health),FsF-A1-01M,57
Ovid Technologies (Wolters Kluwer Health),FsF-A1-03D,57
Ovid Technologies (Wolters Kluwer Health),FsF-R1.1-01M,57
Ovid Technologies (Wolters Kluwer Health),FsF-R1.3-02D,57
Ovid Technologies (Wolters Kluwer Health),FsF-R1-01MD,1
Institute of Electrical and Electronics Engineers (IEEE),FsF-F3-01M,94
Institute of Electrical and Electronics Engineers (IEEE),FsF-F4-01M,94
Institute of Electrical and Electronics Engineers (IEEE),FsF-A1-01M,94
Institute of Electrical and Electronics Engineers (IEEE),FsF-A1-03D,94
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1-01MD,94
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1.1-01M,94
Institute of Electrical and Electronics Engineers (IEEE),FsF-R1.3-02D,94
Emerald Group Publishing Limited,FsF-F3-01M,22
Emerald Group Publishing Limited,FsF-A1-01M,22
Emerald Group Publishing Limited,FsF-A1-03D,22
Emerald Group Publishing Limited,FsF-R1.1-01M,22
Emerald Group Publishing Limited,FsF-R1.3-02D,22
British Psychological Society,FsF-F3-01M,11
British Psychological Society,FsF-A1-01M,11
British Psychological Society,FsF-A1-03D,11
British Psychological Society,FsF-I3-01M,8
British Psychological Society,FsF-R1.1-01M,11
British Psychological Society,FsF-R1.3-02D,11
Palgrave Macmillan UK,FsF-F3-01M,25
Palgrave Macmillan UK,FsF-A1-03D,25
Palgrave Macmillan UK,FsF-R1.1-01M,24
Palgrave Macmillan UK,FsF-R1.3-02D,25
Palgrave Macmillan UK,FsF-A1-01M,10
Palgrave,FsF-F3-01M,9
Palgrave,FsF-A1-03D,9
Palgrave,FsF-R1.1-01M,7
Palgrave,FsF-R1.3-02D,9
Nordic Society Oikos,FsF-F3-01M,4
Nordic Society Oikos,FsF-A1-01M,4
Nordic Society Oikos,FsF-A1-03D,4
Nordic Society Oikos,FsF-I3-01M,3
Nordic Society Oikos,FsF-R1.1-01M,4
Nordic Society Oikos,FsF-R1.3-02D,4
De Gruyter Saur,FsF-F3-01M,1
De Gruyter Saur,FsF-A1-03D,1
De Gruyter Saur,FsF-I3-01M,1
De Gruyter Saur,FsF-R1.1-01M,1
De Gruyter Saur,FsF-R1.3-02D,1
National Bureau of Economic Research,FsF-F3-01M,6
National Bureau of Economic Research,FsF-F4-01M,6
National Bureau of Economic Research,FsF-A1-01M,6
National Bureau of Economic Research,FsF-A1-03D,6
National Bureau of Economic Research,FsF-I3-01M,6
National Bureau of Economic Research,FsF-R1-01MD,6
National Bureau of Economic Research,FsF-R1.1-01M,6
National Bureau of Economic Research,FsF-R1.3-02D,6
Inderscience Publishers (IEL),FsF-F3-01M,1
Inderscience Publishers (IEL),FsF-A1-03D,1
Inderscience Publishers (IEL),FsF-R1.1-01M,1
Inderscience Publishers (IEL),FsF-R1.3-02D,1
International Journal of Risk Assessment and Management,FsF-F3-01M,1
International Journal of Risk Assessment and Management,FsF-A1-03D,1
International Journal of Risk Assessment and Management,FsF-R1.1-01M,1
International Journal of Risk Assessment and Management,FsF-R1.3-02D,1
Inderscience Publishers,FsF-F3-01M,7
Inderscience Publishers,FsF-A1-03D,7
Inderscience Publishers,FsF-R1.1-01M,7
Inderscience Publishers,FsF-R1.3-02D,7
Inderscience Publishers,FsF-A1-01M,3
Journal of Bacteriology,FsF-F3-01M,41
Journal of Bacteriology,FsF-A1-01M,20
Journal of Bacteriology,FsF-A1-03D,41
Journal of Bacteriology,FsF-R1.1-01M,41
Journal of Bacteriology,FsF-R1.3-02D,41
British Society for Plant Pathology,FsF-F3-01M,3
British Society for Plant Pathology,FsF-A1-01M,3
British Society for Plant Pathology,FsF-A1-03D,3
British Society for Plant Pathology,FsF-R1.1-01M,3
British Society for Plant Pathology,FsF-R1.3-02D,3
British Society for Plant Pathology,FsF-I3-01M,1
Science,FsF-F3-01M,32
Science,FsF-A1-01M,4
Science,FsF-A1-03D,32
Science,FsF-R1.1-01M,32
Science,FsF-R1.3-02D,32
Springer Nature Singapore,FsF-F3-01M,3
Springer Nature Singapore,FsF-A1-01M,3
Springer Nature Singapore,FsF-A1-03D,3
Springer Nature Singapore,FsF-R1.1-01M,3
Springer Nature Singapore,FsF-R1.3-02D,3
"Springer, Singapore",FsF-F3-01M,1
"Springer, Singapore",FsF-A1-01M,1
"Springer, Singapore",FsF-A1-03D,1
"Springer, Singapore",FsF-R1.1-01M,1
"Springer, Singapore",FsF-R1.3-02D,1
"John Wiley & Sons, LtdChichester, UK",FsF-F3-01M,17
"John Wiley & Sons, LtdChichester, UK",FsF-A1-03D,17
"John Wiley & Sons, LtdChichester, UK",FsF-R1.1-01M,17
"John Wiley & Sons, LtdChichester, UK",FsF-R1.3-02D,17
The EMBO Journal,FsF-F3-01M,19
The EMBO Journal,FsF-A1-03D,19
The EMBO Journal,FsF-R1.1-01M,19
The EMBO Journal,FsF-R1.3-02D,19
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.    All rights reserved. This journal, including all individual contributions and    illustrations published therein, is legally protected by copyright for the duration of    the copyright period. Any use, exploitation or commercialization outside the narrow    limits set by copyright legislation, without the publisher's consent, is illegal and    liable to criminal prosecution. This applies in particular to photostat reproduction,    copying, cyclostyling, mimeographing or duplication of any kind, translating,    preparation of microfilms, and electronic data processing and storage.",FsF-F3-01M,1
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.    All rights reserved. This journal, including all individual contributions and    illustrations published therein, is legally protected by copyright for the duration of    the copyright period. Any use, exploitation or commercialization outside the narrow    limits set by copyright legislation, without the publisher's consent, is illegal and    liable to criminal prosecution. This applies in particular to photostat reproduction,    copying, cyclostyling, mimeographing or duplication of any kind, translating,    preparation of microfilms, and electronic data processing and storage.",FsF-A1-01M,1
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.    All rights reserved. This journal, including all individual contributions and    illustrations published therein, is legally protected by copyright for the duration of    the copyright period. Any use, exploitation or commercialization outside the narrow    limits set by copyright legislation, without the publisher's consent, is illegal and    liable to criminal prosecution. This applies in particular to photostat reproduction,    copying, cyclostyling, mimeographing or duplication of any kind, translating,    preparation of microfilms, and electronic data processing and storage.",FsF-A1-03D,1
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.    All rights reserved. This journal, including all individual contributions and    illustrations published therein, is legally protected by copyright for the duration of    the copyright period. Any use, exploitation or commercialization outside the narrow    limits set by copyright legislation, without the publisher's consent, is illegal and    liable to criminal prosecution. This applies in particular to photostat reproduction,    copying, cyclostyling, mimeographing or duplication of any kind, translating,    preparation of microfilms, and electronic data processing and storage.",FsF-R1.1-01M,1
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.    All rights reserved. This journal, including all individual contributions and    illustrations published therein, is legally protected by copyright for the duration of    the copyright period. Any use, exploitation or commercialization outside the narrow    limits set by copyright legislation, without the publisher's consent, is illegal and    liable to criminal prosecution. This applies in particular to photostat reproduction,    copying, cyclostyling, mimeographing or duplication of any kind, translating,    preparation of microfilms, and electronic data processing and storage.",FsF-R1.3-02D,1
Georg Thieme Verlag KG,FsF-F3-01M,21
Georg Thieme Verlag KG,FsF-A1-01M,21
Georg Thieme Verlag KG,FsF-A1-03D,21
Georg Thieme Verlag KG,FsF-R1.1-01M,21
Georg Thieme Verlag KG,FsF-R1.3-02D,21
European Journal of Political Research,FsF-F3-01M,8
European Journal of Political Research,FsF-A1-01M,8
European Journal of Political Research,FsF-A1-03D,8
European Journal of Political Research,FsF-R1.1-01M,8
European Journal of Political Research,FsF-R1.3-02D,8
European Journal of Political Research,FsF-I3-01M,4
Proceedings of the Royal Society of London. Series B: Biological Sciences,FsF-F3-01M,4
Proceedings of the Royal Society of London. Series B: Biological Sciences,FsF-A1-01M,4
Proceedings of the Royal Society of London. Series B: Biological Sciences,FsF-A1-03D,4
Proceedings of the Royal Society of London. Series B: Biological Sciences,FsF-R1.1-01M,4
Proceedings of the Royal Society of London. Series B: Biological Sciences,FsF-R1.3-02D,4
Cogitatio,FsF-F3-01M,2
Cogitatio,FsF-A1-03D,2
Cogitatio,FsF-R1.1-01M,2
Cogitatio,FsF-R1.3-02D,2
"Humana Press, New York, NY",FsF-F3-01M,1
"Humana Press, New York, NY",FsF-A1-01M,1
"Humana Press, New York, NY",FsF-A1-03D,1
"Humana Press, New York, NY",FsF-R1.1-01M,1
"Humana Press, New York, NY",FsF-R1.3-02D,1
University of Wisconsin Press,FsF-F3-01M,4
University of Wisconsin Press,FsF-A1-03D,4
University of Wisconsin Press,FsF-R1.1-01M,4
University of Wisconsin Press,FsF-R1.3-02D,4
Journal of Human Resources,FsF-F3-01M,1
Journal of Human Resources,FsF-A1-03D,1
Journal of Human Resources,FsF-R1.1-01M,1
Journal of Human Resources,FsF-R1.3-02D,1
John Benjamins Publishing Company,FsF-F3-01M,7
John Benjamins Publishing Company,FsF-A1-01M,7
John Benjamins Publishing Company,FsF-A1-03D,7
John Benjamins Publishing Company,FsF-I3-01M,1
John Benjamins Publishing Company,FsF-R1.1-01M,7
John Benjamins Publishing Company,FsF-R1.3-02D,7
John Benjamins Publishing Catalog,FsF-F3-01M,1
John Benjamins Publishing Catalog,FsF-A1-01M,1
John Benjamins Publishing Catalog,FsF-A1-03D,1
John Benjamins Publishing Catalog,FsF-I3-01M,1
John Benjamins Publishing Catalog,FsF-R1.1-01M,1
John Benjamins Publishing Catalog,FsF-R1.3-02D,1
Emerald Publishing Limited,FsF-F3-01M,6
Emerald Publishing Limited,FsF-A1-01M,6
Emerald Publishing Limited,FsF-A1-03D,6
Emerald Publishing Limited,FsF-R1.1-01M,6
Emerald Publishing Limited,FsF-R1.3-02D,6
Emerald,FsF-F3-01M,16
Emerald,FsF-A1-01M,16
Emerald,FsF-A1-03D,16
Emerald,FsF-R1.1-01M,16
Emerald,FsF-R1.3-02D,16
Schweizerbart'sche Verlagsbuchhandlung,FsF-F3-01M,10
Schweizerbart'sche Verlagsbuchhandlung,FsF-A1-01M,10
Schweizerbart'sche Verlagsbuchhandlung,FsF-A1-03D,10
Schweizerbart'sche Verlagsbuchhandlung,FsF-I3-01M,10
Schweizerbart'sche Verlagsbuchhandlung,FsF-R1.1-01M,10
Schweizerbart'sche Verlagsbuchhandlung,FsF-R1.3-02D,10
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.  All rights reserved. This journal, including all individual contributions and  illustrations published therein, is legally protected by copyright for the duration of  the copyright period. Any use, exploitation or commercialization outside the narrow  limits set by copyright legislation, without the publisher's consent, is illegal and  liable to criminal prosecution. This applies in particular to photostat reproduction,  copying, cyclostyling, mimeographing or duplication of any kind, translating,  preparation of microfilms, and electronic data processing and storage.",FsF-F3-01M,6
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.  All rights reserved. This journal, including all individual contributions and  illustrations published therein, is legally protected by copyright for the duration of  the copyright period. Any use, exploitation or commercialization outside the narrow  limits set by copyright legislation, without the publisher's consent, is illegal and  liable to criminal prosecution. This applies in particular to photostat reproduction,  copying, cyclostyling, mimeographing or duplication of any kind, translating,  preparation of microfilms, and electronic data processing and storage.",FsF-A1-01M,6
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.  All rights reserved. This journal, including all individual contributions and  illustrations published therein, is legally protected by copyright for the duration of  the copyright period. Any use, exploitation or commercialization outside the narrow  limits set by copyright legislation, without the publisher's consent, is illegal and  liable to criminal prosecution. This applies in particular to photostat reproduction,  copying, cyclostyling, mimeographing or duplication of any kind, translating,  preparation of microfilms, and electronic data processing and storage.",FsF-A1-03D,6
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.  All rights reserved. This journal, including all individual contributions and  illustrations published therein, is legally protected by copyright for the duration of  the copyright period. Any use, exploitation or commercialization outside the narrow  limits set by copyright legislation, without the publisher's consent, is illegal and  liable to criminal prosecution. This applies in particular to photostat reproduction,  copying, cyclostyling, mimeographing or duplication of any kind, translating,  preparation of microfilms, and electronic data processing and storage.",FsF-R1.1-01M,6
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.  All rights reserved. This journal, including all individual contributions and  illustrations published therein, is legally protected by copyright for the duration of  the copyright period. Any use, exploitation or commercialization outside the narrow  limits set by copyright legislation, without the publisher's consent, is illegal and  liable to criminal prosecution. This applies in particular to photostat reproduction,  copying, cyclostyling, mimeographing or duplication of any kind, translating,  preparation of microfilms, and electronic data processing and storage.",FsF-R1.3-02D,6
"© Georg Thieme Verlag, Rüdigerstr. 14, 70469 Stuttgart, Germany.  All rights reserved. This journal, including all individual contributions and  illustrations published therein, is legally protected by copyright for the duration of  the copyright period. Any use, exploitation or commercialization outside the narrow  limits set by copyright legislation, without the publisher's consent, is illegal and  liable to criminal prosecution. This applies in particular to photostat reproduction,  copying, cyclostyling, mimeographing or duplication of any kind, translating,  preparation of microfilms, and electronic data processing and storage.",FsF-I3-01M,3
The National Academy of Sciences,FsF-F3-01M,6
The National Academy of Sciences,FsF-A1-03D,6
The National Academy of Sciences,FsF-R1.1-01M,6
